,loc,Phylum,taxlevel,intersect,unique_edna,unique_trad,count_intersect,count_unique_edna,count_unique_trad,percent_inter_trad,percent_inter_edna
62,Hastings_Natural_History,Streptophyta,Family,Apiaceae;Asteraceae;Brassicaceae;Caryophyllaceae;Ericaceae;Euphorbiaceae;Fabaceae;Fagaceae;Onagraceae;Pinaceae;Poaceae;Polygonaceae;Primulaceae;Pteridaceae;Saxifragaceae,Brachytheciaceae;Bryaceae;Calymperaceae;Ditrichaceae;Funariaceae;Klebsormidiaceae;Lejeuneaceae;Mesotaeniaceae;Orthotrichaceae;Polytrichaceae;Pottiaceae,Adoxaceae;Amaranthaceae;Amaryllidaceae;Anacardiaceae;Apocynaceae;Araceae;Araliaceae;Asparagaceae;Berberidaceae;Betulaceae;Blechnaceae;Boraginaceae;Campanulaceae;Caprifoliaceae;Chenopodiaceae;Cistaceae;Convolvulaceae;Cornaceae;Crassulaceae;Cucurbitaceae;Cupressaceae;Cyperaceae;Cystopteridaceae;Datiscaceae;Dennstaedtiaceae;Dryopteridaceae;Equisetaceae;Garryaceae;Gentianaceae;Geraniaceae;Grossulariaceae;Heliotropiaceae;Hydrophyllaceae;Iridaceae;Juglandaceae;Juncaceae;Lamiaceae;Lauraceae;Liliaceae;Loasaceae;Lythraceae;Malvaceae;Montiaceae;Namaceae;Orchidaceae;Orobanchaceae;Oxalidaceae;Papaveraceae;Phrymaceae;Plantaginaceae;Platanaceae;Polemoniaceae;Polypodiaceae;Portulacaceae;Ranunculaceae;Rhamnaceae;Rosaceae;Rubiaceae;Salicaceae;Salviniaceae;Sapindaceae;Scrophulariaceae;Selaginellaceae;Solanaceae;Typhaceae;Urticaceae;Verbenaceae;Violaceae;Viscaceae;Zygophyllaceae,15,11,70,18%,58%
63,Hastings_Natural_History,Streptophyta,Genus,Adiantum;Anthriscus;Arbutus;Briza;Bromus;Cardamine;Cerastium;Daucus;Epilobium;Hypochaeris;Lithophragma;Lomatium;Lotus;Pinus;Polycarpon;Quercus;Rafinesquia;Silene;Stellaria;Torilis;Trifolium,Brachythecium;Bryum;Comarostaphylis;Cortusa;Cyclolejeunea;Cylindrocystis;Dendroligotrichum;Dionysia;Echinopogon;Entosthodon;Ephemerum;Funaria;Gemmabryum;Interfilum;Klebsormidium;Koenigia;Orthotrichum;Pleuridium;Primula;Pseudosasa;Rosulabryum;Scleropodium;Syrrhopodon;Vaccinium,Abutilon;Acer;Achillea;Achnatherum;Achyrachaena;Adenostoma;Aesculus;Agoseris;Agropyron;Agrostis;Aira;Allium;Allophyllum;Alnus;Amaranthus;Amsinckia;Anagallis;Androsace;Anthemis;Antirrhinum;Aphanes;Apiastrum;Aquilegia;Arabis;Aralia;Arctostaphylos;Artemisia;Asclepias;Asparagus;Aspidotis;Aster;Astragalus;Athysanus;Avena;Azolla;Baccharis;Barbarea;Berberis;Berula;Bloomeria;Bowlesia;Brassica;Brickellia;Brodiaea;Calamagrostis;Calandrinia;Callitriche;Calochortus;Calycadenia;Calyptridium;Calystegia;Camissonia;Capsella;Carex;Castilleja;Ceanothus;Centaurea;Centaurium;Cercocarpus;Chaenactis;Chamaesyce;Chenopodium;Chlorogalum;Chorizanthe;Cirsium;Clarkia;Claytonia;Clematis;Collinsia;Collomia;Conium;Convolvulus;Conyza;Cordylanthus;Cornus;Crassula;Croton;Cryptantha;Cupressus;Cuscuta;Cynodon;Cynoglossum;Cynosurus;Cyperus;Cystopteris;Dactylis;Datisca;Datura;Delphinium;Deschampsia;Descurainia;Desmazeria;Dichelostemma;Distichlis;Dodecatheon;Draba;Dryopteris;Dudleya;Echinochloa;Eleocharis;Elymus;Emmenanthe;Equisetum;Eriastrum;Ericameria;Erigeron;Eriodictyon;Eriogonum;Eriophyllum;Erodium;Erysimum;Eschscholzia;Euphorbia;Festuca;Filago;Foeniculum;Fritillaria;Galium;Garrya;Gastridium;Genista;Geranium;Gilia;Githopsis;Gnaphalium;Guillenia;Hazardia;Helenium;Helianthemum;Heliotropium;Hemizonia;Hesperevax;Heteromeles;Heterotheca;Hieracium;Hirschfeldia;Hoita;Holcus;Holodiscus;Hordeum;Juglans;Juncus;Keckiella;Koeleria;Lactuca;Lagophylla;Lamarckia;Lamium;Lastarriaea;Lasthenia;Lathyrus;Layia;Lemna;Lepidium;Lessingia;Leymus;Linanthus;Linaria;Loeflingia;Lolium;Lonicera;Lupinus;Luzula;Lythrum;Madia;Maianthemum;Malacothrix;Malva;Marah;Marrubium;Matricaria;Meconella;Medicago;Melica;Melilotus;Mentha;Mentzelia;Micropus;Microseris;Mimulus;Minuartia;Monardella;Monolopia;Montia;Muhlenbergia;Nassella;Navarretia;Nemacladus;Nemophila;Nicotiana;Oemleria;Oenothera;Orobanche;Osmorhiza;Oxalis;Panicum;Papaver;Paspalum;Pectocarya;Pedicularis;Pellaea;Penstemon;Pentachaeta;Pentagramma;Phacelia;Phalaris;Phlox;Pholistoma;Phoradendron;Pisum;Plagiobothrys;Plantago;Platanthera;Platanus;Platystemon;Plectritis;Poa;Pogogyne;Polygonum;Polypodium;Polypogon;Polystichum;Populus;Portulaca;Potentilla;Prunus;Psilocarphus;Pteridium;Pterostegia;Ranunculus;Raphanus;Rhamnus;Ribes;Rigiopappus;Robinia;Romneya;Rorippa;Rosa;Rubus;Rumex;Rupertia;Sagina;Salix;Salvia;Sambucus;Sanguisorba;Sanicula;Satureja;Saxifraga;Schismus;Scirpus;Scrophularia;Scutellaria;Selaginella;Senecio;Silybum;Sinapis;Sisymbrium;Sisyrinchium;Solanum;Solidago;Soliva;Sonchus;Spergularia;Stachys;Stebbinsoseris;Stephanomeria;Streptanthus;Stylocline;Stylomecon;Symphoricarpos;Tanacetum;Taraxacum;Tauschia;Thalictrum;Thermopsis;Thysanocarpus;Toxicodendron;Tribulus;Trichostema;Triodanis;Triphysaria;Trisetum;Triteleia;Triticum;Tropidocarpum;Typha;Umbellularia;Uropappus;Urtica;Verbena;Veronica;Vicia;Viola;Woodwardia;Wyethia;Xanthium;Yabea;Yucca,21,24,299,7%,47%
64,James_San_Jacinto_Mountains_Reserve,Chordata,Order,NA,NA,Anura;Apodiformes;Caprimulgiformes;Carnivora;Caudata;Charadriiformes;Chiroptera;Ciconiiformes;Columbiformes;Coraciiformes;Falconiformes;Galliformes;Insectivora;Lagomorpha;Passeriformes;Pelecaniformes;Piciformes;Podicipediformes;Rodentia;Squamata;Strigiformes;Trochiliformes,0,0,22,0%,NA
65,James_San_Jacinto_Mountains_Reserve,Chordata,Family,NA,NA,Accipitridae;Aegithalidae;Anguidae;Apodidae;Ardeidae;Bombycillidae;Bovidae;Bufonidae;Canidae;Caprimulgidae;Cathartidae;Certhiidae;Cervidae;Cerylidae;Cinclidae;Colubridae;Columbidae;Corvidae;Cricetidae;Dipsadidae;Falconidae;Felidae;Fringillidae;Geomyidae;Heteromyidae;Hirundinidae;Hylidae;Icteridae;Laniidae;Leporidae;Mephitidae;Mimidae;Mustelidae;Odontophoridae;Paridae;Parulidae;Passerellidae;Phasianidae;Phrynosomatidae;Picidae;Plethodontidae;Podicipedidae;Procyonidae;Ranidae;Scincidae;Sciuridae;Scolopacidae;Sittidae;Soricidae;Strigidae;Sturnidae;Sylviidae;Talpidae;Teiidae;Thraupidae;Trochilidae;Turdidae;Tyrannidae;Tytonidae;Vespertilionidae;Viperidae;Vireonidae;Xantusiidae,0,0,63,0%,NA
66,James_San_Jacinto_Mountains_Reserve,Chordata,Genus,NA,NA,Accipiter;Actitis;Aegolius;Aeronautes;Aphelocoma;Aquila;Archilochus;Ardea;Arizona;Bombycilla;Bubo;Bufo;Buteo;Callipepla;Calypte;Canis;Caprimulgus;Cardellina;Carduelis;Carpodacus;Cathartes;Catharus;Catherpes;Certhia;Ceryle;Chamaea;Chondestes;Cinclus;Cnemidophorus;Colaptes;Contopus;Corvus;Crotalus;Cyanocitta;Diadophis;Dipodomys;Empidonax;Ensatina;Eptesicus;Eumeces;Euphagus;Falco;Felis;Gerrhonotus;Glaucidium;Haliaeetus;Hyla;Icterus;Ixoreus;Junco;Lampropeltis;Lanius;Lasiurus;Lynx;Masticophis;Megascops;Melanerpes;Melospiza;Mephitis;Microtus;Molothrus;Mustela;Myadestes;Myiarchus;Myotis;Neotoma;Nucifraga;Odocoileus;Oreortyx;Ovis;Parus;Passerella;Passerina;Patagioenas;Peromyscus;Phainopepla;Phalaenoptilus;Phasianus;Pheucticus;Phrynosoma;Picoides;Pipilo;Piranga;Pituophis;Podilymbus;Procyon;Progne;Psaltriparus;Rana;Regulus;Sayornis;Scapanus;Sceloporus;Sciurus;Selasphorus;Setophaga;Sialia;Sitta;Sorex;Spermophilus;Sphyrapicus;Spizella;Stelgidopteryx;Strix;Sturnus;Sylvilagus;Tachycineta;Tamias;Thamnophis;Thomomys;Thryomanes;Toxostoma;Troglodytes;Turdus;Tyto;Urocyon;Uta;Vermivora;Vireo;Xantusia;Zenaida;Zonotrichia,0,0,122,0%,NA
67,James_San_Jacinto_Mountains_Reserve,Arthropoda,Order,Coleoptera;Diptera,Araneae;Mysida;Plecoptera;Podocopida,Blattodea;Hemiptera;Hymenoptera;Lepidoptera;Megaloptera;Neuroptera;Odonata;Orthoptera;Trichoptera;Trombidiformes,2,4,10,17%,33%
68,James_San_Jacinto_Mountains_Reserve,Arthropoda,Family,Cerambycidae,Candonidae;Capniidae;Ceratopogonidae;Chironomidae;Isotomidae;Katiannidae;Mycetophilidae;Mysidae;Nemesiidae,Acrididae;Asilidae;Berothidae;Bombyliidae;Buprestidae;Cantharidae;Carabidae;Chrysopidae;Coccinellidae;Coenagrionidae;Corydalidae;Dryopidae;Dytiscidae;Endomychidae;Erebidae;Gelastocoridae;Gerridae;Gryllidae;Hemerobiidae;Hesperiidae;Hydrophilidae;Hydropsychidae;Lasiocampidae;Lestidae;Libellulidae;Limnephilidae;Lycaenidae;Lygaeidae;Mantispidae;Melyridae;Mideidae;Mordellidae;Myrmeleontidae;Noctuidae;Notonectidae;Nymphalidae;Papilionidae;Phengodidae;Phymatidae;Pieridae;Pleocomidae;Pompilidae;Rhopalidae;Riodinidae;Saturniidae;Scarabaeidae;Scathophagidae;Sepsidae;Sphingidae;Stenopelmatidae;Syrphidae;Tenebrionidae;Termopsidae;Zopheridae,1,9,54,2%,10%
69,James_San_Jacinto_Mountains_Reserve,Arthropoda,Genus,Prionus,Aname;Anchialina;Culicoides,Adelpha;Agabus;Agathymus;Agraulis;Anthaxia;Anthocharis;Aphodius;Aphorista;Apodemia;Arhyssus;Aricia;Asemum;Atalopedes;Atlides;Brachynemurus;Brephidium;Calephelis;Callinicus;Callophrys;Cantharis;Celastrina;Cercyonis;Chlosyne;Chrysopa;Cicindela;Coelocnemis;Coenonympha;Colias;Coloradia;Copaeodes;Cupido;Cymbiodyta;Cyrtopogon;Danaus;Dichelonyx;Diplotaxis;Drasteria;Dymasia;Eleodes;Enallagma;Ergates;Erynnis;Euchloe;Euphilotes;Euphydryas;Eurema;Gelastocoris;Geocoris;Gerris;Glaucopsyche;Habrodais;Helichus;Heliopetes;Hemaris;Hemerobius;Hemiargus;Hesperia;Hesperophylax;Hippodamia;Hydropsyche;Hylephila;Hyles;Junonia;Leptotes;Lerodea;Lestes;Libellula;Limenitis;Lomamyia;Lycaena;Lycomorpha;Malachius;Malacosoma;Mantispa;Megathymus;Midea;Mitoura;Mordella;Nathalis;Notonecta;Nymphalis;Ochlodes;Oecanthus;Papilio;Pepsis;Philotes;Phloeodes;Phoebis;Pholisora;Phyciodes;Phymata;Phymatodes;Pieris;Plebejus;Pleocoma;Poanes;Podabrus;Polygonia;Polyphylla;Pontia;Protochauliodes;Pseudohemihyalea;Pyrgus;Satyrium;Scathophaga;Sepsis;Serica;Speyeria;Sphinx;Spilomyia;Stenopelmatus;Stenopogon;Strymon;Sympetrum;Systasea;Thevenetimyia;Thorybes;Tolype;Tragosoma;Trichoplusia;Trimerotropis;Vanessa;Volucella;Zarhipis;Zerene;Zootermopsis,1,3,126,1%,25%
70,James_San_Jacinto_Mountains_Reserve,Streptophyta,Order,Asterales;Brassicales;Ericales;Fabales;Fagales;Lamiales;Pinales;Poales;Polypodiales,Bryales;Dicranales;Hypnales;Klebsormidiales;Mesostigmatales;Polytrichales;Porellales,Alismatales;Apiales;Asparagales;Boraginales;Caryophyllales;Celastrales;Ceratophyllales;Cornales;Cucurbitales;Cupressales;Dipsacales;Equisetales;Gentianales;Geraniales;Laurales;Liliales;Malpighiales;Myrtales;Ranunculales;Rosales;Santalales;Sapindales;Saxifragales;Selaginellales;Solanales,9,7,25,26%,56%
71,James_San_Jacinto_Mountains_Reserve,Streptophyta,Family,Asteraceae;Brassicaceae;Ericaceae;Fabaceae;Fagaceae;Pinaceae;Poaceae;Polemoniaceae,Brachytheciaceae;Bryaceae;Klebsormidiaceae;Lejeuneaceae;Leucobryaceae;Mesostigmataceae;Polytrichaceae;Verbenaceae,Amaranthaceae;Amaryllidaceae;Anacardiaceae;Apiaceae;Apocynaceae;Araceae;Asparagaceae;Athyriaceae;Betulaceae;Blechnaceae;Boraginaceae;Campanulaceae;Caprifoliaceae;Caryophyllaceae;Celastraceae;Ceratophyllaceae;Chenopodiaceae;Convolvulaceae;Crassulaceae;Cupressaceae;Cyperaceae;Cystopteridaceae;Datiscaceae;Dennstaedtiaceae;Dryopteridaceae;Equisetaceae;Euphorbiaceae;Gentianaceae;Geraniaceae;Grossulariaceae;Haloragaceae;Hydrophyllaceae;Hypericaceae;Iridaceae;Juncaceae;Lamiaceae;Lauraceae;Liliaceae;Linaceae;Loasaceae;Montiaceae;Onagraceae;Orchidaceae;Orobanchaceae;Phrymaceae;Plantaginaceae;Polygonaceae;Pteridaceae;Ranunculaceae;Rhamnaceae;Rosaceae;Rubiaceae;Salicaceae;Saxifragaceae;Scrophulariaceae;Selaginellaceae;Typhaceae;Urticaceae;Violaceae;Viscaceae,8,8,60,12%,50%
72,James_San_Jacinto_Mountains_Reserve,Streptophyta,Genus,Arctostaphylos;Bromus;Festuca;Lupinus;Melica;Pinus;Quercus;Trifolium,Ageratina;Aloysia;Anomobryum;Avena;Bryum;Cardamine;Cyclolejeunea;Dendroligotrichum;Dielsiochloa;Interfilum;Klebsormidium;Leucobryum;Mesostigma;Navarretia;Pseudosasa;Scleropodium;Vaccinium;Vicia,Abies;Achillea;Achnatherum;Adenostoma;Agoseris;Agrostis;Allium;Alnus;Alopecurus;Amaranthus;Angelica;Antirrhinum;Apocynum;Aquilegia;Arabis;Arceuthobium;Artemisia;Athyrium;Bloomeria;Calocedrus;Calochortus;Calyptridium;Calystegia;Camissonia;Carex;Castilleja;Ceanothus;Ceratophyllum;Chamaesyce;Cheilanthes;Chenopodium;Chimaphila;Chrysolepis;Chrysothamnus;Cirsium;Clarkia;Claytonia;Clematis;Collinsia;Collomia;Corallorhiza;Cordylanthus;Cryptantha;Cyperus;Cystopteris;Dactylis;Datisca;Dichelostemma;Dudleya;Eleocharis;Elymus;Epilobium;Epipactis;Equisetum;Eriastrum;Ericameria;Erigeron;Eriogonum;Eriophyllum;Erodium;Erysimum;Euonymus;Euphorbia;Fragaria;Galium;Gayophytum;Gilia;Gnaphalium;Hippuris;Horkelia;Hulsea;Hypericum;Juncus;Keckiella;Koeleria;Lemna;Lepidium;Lessingia;Lilium;Linanthus;Linum;Lithophragma;Lonicera;Lotus;Luzula;Madia;Mentha;Mentzelia;Mimulus;Monardella;Muhlenbergia;Myriophyllum;Nemacladus;Nemophila;Oenothera;Orobanche;Oxytheca;Pedicularis;Penstemon;Phacelia;Phoradendron;Plantago;Poa;Polystichum;Potentilla;Prunus;Pteridium;Pterospora;Pyrola;Ranunculus;Rhamnus;Rhododendron;Ribes;Rosa;Rubus;Rumex;Sagina;Salix;Sarcodes;Scrophularia;Scutellaria;Selaginella;Silene;Sisymbrium;Sisyrinchium;Solidago;Spergularia;Stachys;Stephanomeria;Streptanthus;Swertia;Tauschia;Thalictrum;Toxicodendron;Tragopogon;Trichostema;Triodanis;Typha;Umbellularia;Urtica;Verbascum;Viola;Woodwardia;Yucca,8,18,144,5%,31%
73,Kendall-Frost_Mission_Bay_Marsh,Chordata,Order,NA,NA,Anseriformes;Charadriiformes;Columbiformes;Coraciiformes;Didelphimorphia;Falconiformes;Gaviiformes;Gruiformes;Passeriformes;Pelecaniformes;Piciformes;Podicipediformes;Psittaciformes;Rodentia;Squamata;Strigiformes;Trochiliformes,0,0,17,0%,NA
74,Kendall-Frost_Mission_Bay_Marsh,Chordata,Family,NA,NA,Accipitridae;Aegithalidae;Alaudidae;Anatidae;Anguidae;Anniellidae;Ardeidae;Bombycillidae;Certhiidae;Cerylidae;Charadriidae;Colubridae;Columbidae;Corvidae;Didelphidae;Falconidae;Fregatidae;Fringillidae;Gaviidae;Geomyidae;Hirundinidae;Icteridae;Laridae;Mimidae;Motacillidae;Muridae;Parulidae;Passerellidae;Passeridae;Pelecanidae;Phalacrocoracidae;Picidae;Podicipedidae;Psittacidae;Rallidae;Recurvirostridae;Scolopacidae;Strigidae;Sturnidae;Sylviidae;Trochilidae;Turdidae;Tyrannidae;Tytonidae,0,0,44,0%,NA
75,Kendall-Frost_Mission_Bay_Marsh,Chordata,Genus,NA,NA,Accipiter;Actitis;Aechmophorus;Agelaius;Amazona;Anas;Anniella;Anthus;Aphelocoma;Archilochus;Ardea;Arenaria;Aythya;Bombycilla;Branta;Bubo;Bucephala;Buteo;Butorides;Calidris;Calypte;Cardellina;Carduelis;Carpodacus;Catharus;Ceryle;Charadrius;Chlidonias;Circus;Cistothorus;Colaptes;Columba;Contopus;Corvus;Didelphis;Egretta;Elanus;Elgaria;Empidonax;Eremophila;Euphagus;Falco;Fregata;Fulica;Gallinago;Gavia;Geothlypis;Himantopus;Hirundo;Icterus;Junco;Larus;Limnodromus;Limosa;Mareca;Melospiza;Mergus;Mimus;Molothrus;Muridae;Myiarchus;Numenius;Nycticorax;Oxyura;Pandion;Passer;Passerculus;Passerina;Pelecanus;Petrochelidon;Phalacrocorax;Pheucticus;Picoides;Pipilo;Pituophis;Pluvialis;Podiceps;Podilymbus;Psaltriparus;Rallus;Rattus;Recurvirostra;Regulus;Rynchops;Sayornis;Selasphorus;Setophaga;Sialia;Spizella;Stelgidopteryx;Sterna;Sturnella;Sturnus;Tachycineta;Thomomys;Tringa;Troglodytes;Turdus;Tyrannus;Tyto;Vermivora;Zenaida;Zonotrichia,0,0,103,0%,NA
76,Kendall-Frost_Mission_Bay_Marsh,Arthropoda,Order,NA,Amphipoda;Coleoptera;Lepidoptera;Orthoptera;Pseudoscorpiones,NA,0,5,0,NA,0%
77,Kendall-Frost_Mission_Bay_Marsh,Arthropoda,Family,NA,Cavognathidae;Crangonyctidae;Histeridae;Olipiidae;Orsodacnidae;Scarabaeidae;Staphylinidae;Tetrigidae,NA,0,8,0,NA,0%
78,Kendall-Frost_Mission_Bay_Marsh,Arthropoda,Genus,NA,Cavognatha;Crangonyx;Criotettix;Gnypeta;Orsodacne;Pseudogarypinus;Thinonoma,NA,0,7,0,NA,0%
79,Kendall-Frost_Mission_Bay_Marsh,Streptophyta,Order,Alismatales;Asterales;Caryophyllales;Fabales;Lamiales;Poales;Sapindales;Solanales,Apiales;Bryales;Cupressales;Desmidiales;Klebsormidiales;Malpighiales;Pinales;Santalales,Boraginales;Brassicales;Malvales;Myrtales;Rosales;Ulvales,8,8,6,57%,50%
80,Kendall-Frost_Mission_Bay_Marsh,Streptophyta,Family,Aizoaceae;Anacardiaceae;Asteraceae;Caryophyllaceae;Chenopodiaceae;Convolvulaceae;Fabaceae;Frankeniaceae;Plumbaginaceae;Poaceae;Zosteraceae,Apiaceae;Desmidiaceae;Klebsormidiaceae;Oleaceae;Pinaceae;Polygonaceae;Sapindaceae;Taxaceae,Acanthaceae;Bataceae;Cleomaceae;Heliotropiaceae;Juncaginaceae;Malvaceae;Onagraceae;Phrymaceae;Rosaceae;Ulvaceae;Verbenaceae,11,8,11,50%,58%
81,Kendall-Frost_Mission_Bay_Marsh,Streptophyta,Genus,Cuscuta;Distichlis;Frankenia;Limonium;Mesembryanthemum;Salicornia;Suaeda;Zostera,Chenopodiastrum;Coriandrum;Cosmarium;Crassocephalum;Dactyloctenium;Fraxinus;Halocnemum;Ipomoea;Klebsormidium;Koenigia;Libanotis;Melampodium;Perymeniopsis;Pinus;Sarcocornia;Schinus;Silene;Taxus;Toxicodendron;Vicia,Ambrosia;Atriplex;Avena;Avicennia;Baccharis;Batis;Bromus;Camissonia;Carpobrotus;Chrysanthemum;Cleome;Cressa;Encelia;Heliotropium;Heteromeles;Isocoma;Jaumea;Lolium;Lotus;Malva;Mimulus;Monanthochloe;Nassella;Polypogon;Rhus;Salsola;Sesuvium;Spartina;Spergularia;Sphagneticola;Triglochin;Ulva;Verbena,8,20,33,20%,29%
82,McLaughlin_Natural_Reserve,Chordata,Order,NA,NA,Anseriformes;Anura;Apodiformes;Caprimulgiformes;Carnivora;Caudata;Charadriiformes;Chiroptera;Ciconiiformes;Columbiformes;Coraciiformes;Cuculiformes;Didelphimorphia;Falconiformes;Galliformes;Gaviiformes;Gruiformes;Insectivora;Lagomorpha;Passeriformes;Pelecaniformes;Piciformes;Podicipediformes;Rodentia;Squamata;Strigiformes;Testudines;Trochiliformes,0,0,28,0%,NA
83,McLaughlin_Natural_Reserve,Chordata,Family,NA,NA,Accipitridae;Aegithalidae;Anatidae;Anguidae;Antilocapridae;Apodidae;Ardeidae;Bombycillidae;Bufonidae;Canidae;Caprimulgidae;Cathartidae;Certhiidae;Cervidae;Cerylidae;Charadriidae;Coccyzidae;Colubridae;Columbidae;Corvidae;Cricetidae;Didelphidae;Dipodidae;Dipsadidae;Emydidae;Erethizontidae;Falconidae;Felidae;Fringillidae;Gaviidae;Geomyidae;Heteromyidae;Hirundinidae;Hylidae;Icteridae;Laniidae;Laridae;Leporidae;Mephitidae;Mimidae;Molossidae;Motacillidae;Mustelidae;Neomorphidae;Odontophoridae;Paridae;Parulidae;Passerellidae;Passeridae;Pelecanidae;Phalacrocoracidae;Phasianidae;Phrynosomatidae;Picidae;Podicipedidae;Procyonidae;Rallidae;Ranidae;Recurvirostridae;Salamandridae;Scincidae;Sciuridae;Scolopacidae;Sittidae;Soricidae;Strigidae;Sturnidae;Suidae;Sylviidae;Talpidae;Teiidae;Thraupidae;Trochilidae;Turdidae;Tyrannidae;Tytonidae;Ursidae;Vespertilionidae;Viperidae;Vireonidae,0,0,80,0%,NA
84,McLaughlin_Natural_Reserve,Chordata,Genus,NA,NA,Accipiter;Actitis;Aechmophorus;Aegolius;Aeronautes;Agelaius;Aimophila;Aix;Ammodramus;Amphispiza;Anas;Anser;Anthus;Antilocapra;Antrozous;Aphelocoma;Aquila;Archilochus;Ardea;Aspidoscelis;Athene;Aythya;Baeolophus;Bassariscus;Bombycilla;Branta;Bubo;Bubulcus;Bucephala;Bufo;Buteo;Butorides;Calidris;Callipepla;Calypte;Canis;Cardellina;Carduelis;Carpodacus;Cathartes;Catharus;Catherpes;Certhia;Cervus;Ceryle;Chaetura;Chamaea;Charadrius;Chondestes;Circus;Cistothorus;Clemmys;Coccothraustes;Coccyzus;Colaptes;Coluber;Columba;Contia;Contopus;Corvus;Corynorhinus;Crotalus;Cyanocitta;Cygnus;Diadophis;Didelphis;Dipodomys;Dryocopus;Elanus;Elgaria;Empidonax;Eptesicus;Erethizon;Euderma;Eumeces;Eumops;Euphagus;Falco;Felis;Fulica;Gallinago;Gavia;Geococcyx;Geothlypis;Gerrhonotus;Glaucidium;Haliaeetus;Himantopus;Hirundo;Hyla;Icteria;Icterus;Ixoreus;Junco;Lampropeltis;Lanius;Larus;Lasionycteris;Lasiurus;Lepus;Limnodromus;Limosa;Lontra;Lophodytes;Lynx;Masticophis;Megascops;Melanerpes;Meleagris;Melospiza;Mephitis;Mergus;Microtus;Mimus;Molothrus;Mustela;Myiarchus;Myotis;Neotoma;Odocoileus;Oreortyx;Oxyura;Pandion;Passer;Passerculus;Passerella;Passerina;Patagioenas;Pelecanus;Perognathus;Peromyscus;Petrochelidon;Phainopepla;Phalacrocorax;Phalaenoptilus;Phalaropus;Phasianus;Pheucticus;Pica;Picoides;Pipilo;Pipistrellus;Piranga;Pituophis;Pluvialis;Podiceps;Podilymbus;Polioptila;Procyon;Psaltriparus;Rana;Recurvirostra;Regulus;Reithrodontomys;Riparia;Salpinctes;Sayornis;Scapanus;Sceloporus;Sciurus;Selasphorus;Setophaga;Sialia;Sitta;Sorex;Spermophilus;Sphyrapicus;Spilogale;Spizella;Stelgidopteryx;Sterna;Sturnella;Sturnus;Sus;Sylvilagus;Tachycineta;Tadarida;Tamias;Taricha;Taxidea;Thamnophis;Thomomys;Thryomanes;Toxostoma;Tringa;Troglodytes;Turdus;Tyrannus;Tyto;Urocyon;Ursus;Uta;Vermivora;Vireo;Vulpes;Zapus;Zenaida;Zonotrichia,0,0,198,0%,NA
85,McLaughlin_Natural_Reserve,Arthropoda,Order,Hymenoptera;Lepidoptera,Araneae;Coleoptera;Cyclopoida;Diplostraca;Diptera;Harpacticoida;Hemiptera;Mesostigmata;Oribatida;Podocopida;Pseudoscorpiones;Scorpiones;Thysanoptera;Trichoptera;Trombidiformes,NA,2,15,0,100%,12%
86,McLaughlin_Natural_Reserve,Arthropoda,Family,NA,Agromyzidae;Amaurobiidae;Braconidae;Buthidae;Candonidae;Cecidomyiidae;Ceratopogonidae;Cheyletidae;Chironomidae;Chrysomelidae;Cicadellidae;Colletidae;Crabronidae;Cyclopidae;Cyprididae;Diprionidae;Entomobryidae;Ereynetidae;Eupodidae;Gracillariidae;Hydroptilidae;Hypogastruridae;Isotomidae;Katiannidae;Larcidae;Moinidae;Neanuridae;Onychiuridae;Oribatulidae;Peloridiidae;Phlaeothripidae;Phytoseiidae;Poduridae;Sphaeroceridae;Staphylinidae;Syrphidae,Formicidae;Hesperiidae;Lycaenidae;Nymphalidae;Papilionidae;Pieridae,0,36,6,0%,0%
87,McLaughlin_Natural_Reserve,Arthropoda,Genus,NA,Acanthocyclops;Atheta;Bredinia;Chrysaster;Culicoides;Draconarius;Entomobrya;Eucypris;Eukiefferiella;Gilpinia;Haplothrips;Hottentotta;Hylaeus;Larca;Leptocera;Limnophyes;Linopodes;Melanagromyza;Merodon;Micropsectra;Moina;Oribatula;Osbornellus;Podura;Spelobia;Tachysphex;Testudobracon;Xenophyes,Adelpha;Amblyopone;Anthocharis;Atalopedes;Atlides;Battus;Brachymyrmex;Brephidium;Callophrys;Camponotus;Celastrina;Cercyonis;Chlosyne;Coenonympha;Colias;Crematogaster;Cupido;Danaus;Erynnis;Euchloe;Euphydryas;Formica;Glaucopsyche;Heliopetes;Hesperia;Junonia;Leptothorax;Lerodea;Limenitis;Liometopum;Lycaena;Messor;Mitoura;Monomorium;Neivamyrmex;Nymphalis;Ochlodes;Papilio;Pheidole;Pholisora;Phyciodes;Pieris;Plebejus;Poanes;Polites;Polygonia;Pontia;Prenolepis;Pseudomyrmex;Pyrgus;Satyrium;Solenopsis;Speyeria;Stenamma;Strymon;Tapinoma;Thorybes;Vanessa;Zerene,0,28,59,0%,0%
88,McLaughlin_Natural_Reserve,Streptophyta,Order,Alismatales;Apiales;Asparagales;Asterales;Boraginales;Brassicales;Caryophyllales;Dipsacales;Ericales;Fabales;Gentianales;Geraniales;Lamiales;Malpighiales;Malvales;Pinales;Poales;Ranunculales;Saxifragales,Bryales;Cyatheales;Dicranales;Funariales;Hypnales;Klebsormidiales;Pandanales;Porellales;Pottiales;Rhizogoniales;Zygnematales,Cornales;Cucurbitales;Cupressales;Equisetales;Fagales;Garryales;Laurales;Liliales;Myrtales;Polypodiales;Rosales;Santalales;Sapindales;Solanales;Vitales,19,11,15,56%,63%
